Claims,Fact Check
"A message claiming that @isro has developed a radio portal called ""Radio Garden"" that enables people to listen to stations from across the world is circulating on social media.",0
A morphed notice being shared on social media claims that the provisional schedule for NEET-PG 2021 announced by National Board of Education stands deferred till further notice.,0
A video of a heavily crowded Mumbai CST Platform is being shared on social media claiming to be from yesterday.,0
A website claims to provide registration for Bharat fiber & is asking for money in lieu of giving dealership/membership.,0
Fake reports circulating in the name of Intelligence Bureau (IB) are claiming that an electoral assessment pertaining to the ongoing assembly elections in West Bengal and Tamil Nadu has been conducted by IB.,0
"A Twitter account ""@ssc_nic_in"" claims to be the official Twitter handle of the Staff Selection Commission (SSC).",0
A video is being shared on social media which claims that #Lockdown will be imposed in #Delhi from tomorrow morning.,0
This message is FAKE! NITI Aayog doesn’t send such messages offering monetary compensations.,1
An appointment letter allegedly issued in the name of Indian Railway Catering & Tourism Corporation Ltd. is claiming that an applicant is being appointed for the post of ‘Commercial Clerk’.,0
Several posts claiming that @DG_NTA has released the exam pattern of #NEET2021 are doing the rounds on social media.,0
"An incident has come to light in Raipur of a fraud organisation duping applicants by recruiting them in the name of @PBNS India, Akashvani, @PI1B India etc. The offer letters issued are Fake.",1
"An employment notification allegedly issued by the Ministry of Education under the National Rural Youth Training & Employment scheme, asking for 21,000 from candidates as a registration fee.",0
Emails allegedly from the Governor of RBI claim that the recipient has won monetary compensation and are asking for personal details to redeem the prize.,0
A claim from a source stating details of the COVID-19 vaccination drive.,0
A retired judge appointed from a panel prepared by @MIB India will head the self-regulatory body under IT Rules.,0
Some unscrupulous tele-callers posing as representatives of ‘Pradhan Mantri Kaushal Vikas Yojana’ are offering false employment opportunities.,1
A confirmation letter allegedly issued by Indian Oil Corporation claims that the application for INDANE GAS Agency dealership/distributorship has been approved and asks for a registration fee.,0
A website 'selfregistration_preprod.co-vin.in' is impersonating the Official #CoWIN website & is asking users to register for COVID-19 vaccination using a mobile number.,0
Several claims being made in forwarded #WhatsApp messages regarding the next phase of the #COVID19 vaccination drive.,0
A claim stating that all social media accounts need to be verified with a Government ID through mobile phones within 3 months.,0
"A confirmation letter purportedly issued by the Ministry of New and Renewable Energy is asking for Rs 5,600 on the pretext of a legal charge to install a solar pump under KUSUM Yojana.",0
"A website is claiming that the Ministry of Labour and Employment is giving Rs 1.20,000 to employees who have worked from 1990 to 2021.",0
An alleged tweet from @PradhanMantriYojana claiming a monetary benefit from Pradhan Mantri Kaushal Vikas Yojana.,0
"A Twitter account ""@SSCorg in"" claims to be the official Twitter handle of the Staff Selection Commission (SSC).",0
ICMR has issued guidelines to prevent the spread of COVID-19.,0
A text message claims that the inoculation registration will open in February for citizens aged above 50.,0
"A text message is being circulated claiming that monthly monetary compensations are being provided under government-approved ""AYUSH Yojana"".",0
A claim on social media states that Indian Oil Corporation Ltd. has been sold to a private entity.,0
A document circulating on social media claims that the dates for the 2021 West Bengal Legislative Assembly elections have been declared by the Election Commission of India.,0
A tweet claims that the Cabinet approved the Land Lease Policy to hasten the sale of Container Corporation (Concor).,0
A news article claims that Devendra Kula Vellalar community will be delisted from the Scheduled Castes list.,0
"Reports claim that CAG has issued a recruitment notice for 10,000 positions.",0
A payment notification allegedly issued by RBI claims that the beneficiary has to pay a registration fee for the transfer of an investment fund.,0
A social media post claims that the dates for 2021 Assam legislative assembly elections have been declared by the Election Commission of India.,0
A letter allegedly issued by the Ministry of Railways for the appointment of a clerk is being circulated.,0
A letter from the Ministry of Power claims that the applicant has been appointed for the post of Grade-1 Assistant Engineer.,0
A WhatsApp message claims that Pradhan Mantri Sabka Saath Sabka Vikas Yojana has a reward scheme for people with amounts up to 1 Lakh.,0
An email allegedly from RBI claims the recipient has won Rs 1.60 crores as COVID-19 compensation and asks for personal & bank details.,0
Fraudsters claiming to be from Drug Authority of India are asking senior citizens to confirm their Aadhaar and OTP for COVID-19 vaccine allocation.,1
"A social media post claims the government has ordered a complete nationwide lockdown till January 31, 2021, to contain COVID-19.",0
A fraudulent offer claims to have job vacancies and asks for direct recruitment without exams.,0
A fraudulent claim states that a website 'mohfw.xyz' is offering the COVID-19 vaccine for Rs 4000-6000.,0
A document is shared on social media claiming the government has ordered a nationwide lockdown.,0
A fraudulent message claims that an individual will receive payment for a job in the telecom industry.,0
An appointment letter allegedly from the Ministry of Railways for the position of clerk is being circulated.,0
A document circulating claims the person has been appointed as an Assistant Engineer by the Ministry of Power.,0
A post claims the Cyber Swachhta Kendra has been launched to combat malware and botnets.,1
A website 'mohfw.xyz' is impersonating the official Ministry of Health & Family Welfare website to sell vaccines.,0
"The Telecom Regulatory Authority of India (TRAI) is providing a tender application to install mobile towers for Rs. 12,500.",0
A fraudulent offer letter claims to be from the Ministry of Railways for a clerk position.,0
A fraudulent claim states that a candidate has been appointed for the post of Assistant Engineer.,0
A fraudulent text message claims a reward scheme under the Pradhan Mantri Sabka Saath Sabka Vikas Yojana for people.,0
A social media post claims that the person has won a prize of Rs 1.60 crore from the UN as COVID-19 compensation.,0
A message claims a job offer letter for the position of a clerk is being issued by the Ministry of Railways.,0
A claim states that a fraudulent offer letter from the Ministry of Power has been issued for the post of Assistant Engineer.,0
A fraudulent claim is circulating on social media saying that a nationwide lockdown has been declared to control COVID-19.,0
"A document allegedly issued by Board of Governors (BoG), Medical Council of India (MCI) claims that the 33rd meeting of BoG was held on 12th January 2021.",0
Several media outlets have reported that a health worker in Moradabad has died after being administered with the COVID-19 vaccine.,0
A tweet referring to a news article is claiming that 40 students have been hospitalized after being administered with the COVID-19 vaccine.,0
"The government has made it compulsory for its permanent employees to take at least 20 days of earned leave every year, instead of hoarding them up for encashment.",0
A letter allegedly issued by Northern Railways claims that the applicant has been appointed for the post of Group (C) ‘Commercial Clerk’.,0
A claim is made that the Chinese FDI into India has increased from $2.8 bn in 2017 to $4.14 bn in 2019.,0
"A notice allegedly issued by the SSC claims that due to the increasing load on SSC servers, a new tier named 'Tier-0' has been introduced, and candidates can only apply for jobs after qualifying it.",0
"Several media outlets reported that Indian Railways is planning to raise passenger fares from January 6, 2021.",0
A notice claims that the deadline for collection of toll charges on National Highways through #FASTag has been extended.,1
A date sheet for Class 12th & 10th Exams 2020-21 allegedly issued by CBSE is in circulation on social media.,0
Several media outlets report that 15 passengers who arrived in Mumbai from the UK have mutant coronavirus.,0
A website is claiming to be the official website of the National Recruitment Agency and is inviting applications for various posts.,0
A video claims the Government will deploy Paramilitary Forces at #SinghuBorder to carry out a major operation and impose curfew in Punjab and Haryana.,0
A video is being circulated on social media in the context of the recent Farmers' agitation.,0
A text message with a website link claims the Government of India is offering free laptops for all students.,0
"Prajasakti newspaper has claimed that 25,000 soldiers have returned their Shaurya Chakra medals in solidarity with farmers’ protest.",0
A survey designed to ascertain the joining details of all the candidates selected through UGC NET exam under National Fellowship Scheme for Schedule Caste students.,0
"An approval letter allegedly issued under ‘Pradhan Mantri Ujjawal Finance Yojana’ is granting a loan and requesting a payment of $3,200 as a processing fee.",0
A video claims that agriculture minister @nstomar said that agricultural reform laws have been passed at the behest of a few industrialists.,0
A fake news peddling Twitter account has claimed that the Indian Army's surface-to-surface supersonic cruise missile failed while testing.,0
A message claims that the Central Government has notified rules for the Citizenship Amendment Act (#CAA).,0
A video circulating on #SocialMedia claims that the #COVID19 vaccine will introduce an mRNA molecule in the body that will change people’s DNA.,0
A date sheet for 2020-21 class 12th examination allegedly issued by CBSE is in circulation on social media.,0
NDTV has reported that the emergency use of the vaccine by Serum Institute and Bharat Biotech has been rejected.,0
A Railway Recruitment Board (RRB) has announced a fresh schedule for NTPC 2020 examination.,0
A fake news article claims that NIA has seized straw & sipper from accused Stan Swamy and sought 20 days’ time from the court to respond to Stan Swamy's plea.,0
"A letter claimed to be issued by the Ministry of Health & Family Welfare (MoHFW) regarding the reopening of medical colleges on or before December 1, 2020.",1
A news article claims that PM @narendramodi arrived in Zydus Cadila's chairman Pankaj Patel's BMW car during his Changodar visit on 28 November 2020.,0
An article claims that CGHS beneficiaries can now undergo specific treatments at empanelled private hospitals without any referral or permission letter.,0
A survey for joining details under the National Fellowship scheme for SC candidates after UGC NET exam is circulating.,0
A news article claims that #IndianRailways is planning to reduce overtime and travel allowance of 13 lakh employees by 50%.,0
A date sheet for the 12th class exams by CBSE is circulating.,0
A message claims that UPI transactions will be charged starting January 2021.,0
A video circulating claims that the COVID-19 vaccine will alter human DNA.,0
"The Ministry of Health & Family Welfare issued a letter for states and UTs to reopen medical colleges by December 1, 2020.",1
The NIA has seized a straw and sipper from Stan Swamy.,0
A video claims that agricultural laws have been passed due to the influence of industrialists.,0
An article claims that 13 lakh employees' overtime and travel allowance will be reduced by 50%.,0
NDTV reported that the vaccine emergency use approval by Serum Institute and Bharat Biotech has been rejected.,0
A video claims that the COVID-19 vaccine will alter the human DNA.,0
An office order allegedly issued by the Ministry of Home Affairs claims that the number of guests permitted in wedding functions in Delhi is being increased from 50 to 100.,0
"A message circulating on #WhatsApp claims that the Government has ordered payment of 7130,000 as #Covid funding to all citizens above the age of 18.",0
Viral message claims that doctors from WHO are advising against social distancing & wearing a mask alleging COVID-19 is a treatable flu virus.,0
An approval letter allegedly issued by the Ministry of Finance is granting a loan under PM Mudra Yojna and requesting a payment of 22150 on the pretext of a legal charge.,0
It is claimed in a #WhatsApp forward that all COVID19 special trains will stop operating after 1st December.,0
"A tweet allegedly posted by a prominent media outlet claims that due to the growing number of #COVID19 cases in the country, the Govt. is going to re-impose a nationwide lockdown from 1st December.",0
Several smartphone apps under the guise of 'PM Loan Yojana’ are claiming to be operated by the Govt. and are requesting monetary compensation for providing services.,0
Viral message claims that doctors from WHO are advising against social distancing & wearing a mask alleging COVID-19 is a treatable flu virus.,0
"A #WhatsApp forward is claiming that a ‘Corona Vaccine’ has been launched in India and people have to register for it by downloading a ""Vaccine App.""",0
Some international news portals have published misleading headlines and reported baseless claims related to India-China border stand-off in Ladakh.,0
A headline of an order claims that all schools are to remain closed till 30th November.,0
A viral #WhatsApp forward claims that #COVID19 is a bacteria that causes intravascular coagulation (thrombosis) and can be cured with aspirin.,0
"A viral message claims that all trains, including COVID special trains, are going to stop operating after December 1.",0
Several media outlets are claiming that the Indian Armed Forces carried out strikes on suspected terror launch pads across the #LOC.,0
A tweet claims that there is a plan to impose lockdown in India due to the rising COVID-19 cases.,0
Claim about the Ministry of Finance issuing a loan approval under PM Mudra Yojana and demanding a payment of 22150 on legal charges.,0
The claim that several WhatsApp forwards were discussing the sudden stop of special trains.,0
A claim about a fraudulent loan scheme in PM Mudra Yojana requesting payments.,0
A viral message claiming that the WHO advises not following COVID-19 guidelines.,0
"A viral message claiming that the government has ordered payment of 7130,000 to citizens for COVID relief.",0
The claim that all schools will remain closed till 30th November as per MHA's order.,0
A viral message claims that several international reports about India-China border stand-off are inaccurate.,0
A viral message claiming that there will be a nationwide lockdown from December due to increasing COVID-19 cases.,0
Several media reports claim that the Indian Armed Forces carried out operations against terror launch pads.,0
"A WhatsApp forward claims that the coronavirus vaccine is available and people must register for it through a ""Vaccine App.""",0
A WhatsApp forward claims that all special trains will stop after December 1.,0
Several apps claiming to provide loans under PM Mudra Yojana are fraudulent and request payments.,0
The claim that a COVID-19 vaccine is launched in India and requires registration via a vaccine app.,0
A viral WhatsApp forward claims that the government is planning to re-impose a nationwide lockdown from 1st December.,0
"A viral message circulating on WhatsApp claims that COVID-19 is a treatable flu virus, dismissing the need for social distancing.",0
A viral WhatsApp forward claims that COVID-19 is a bacteria that can be cured with aspirin.,0
Several media reports claim that the Indian Armed Forces carried out operations against terror launch pads.,0
A WhatsApp message claims that the Government is providing free tablets to all students.,0
A website Kisan Vikas Mitra Samiti (KVMS) offering employment opportunities is claiming to be established under the Ministry of Agriculture and Farmers Welfare.,0
"A notice falsely claims that the CTET 2020 examination has been postponed to November 5, 2020.",0
Swasthya Avm Jan Kalyan Sansthan is falsely claiming to be one of the best apex healthcare institutes established by the Ministry of Health and Family Welfare under the Pradhan Mantri Swasthya Suraksha Yojna (PMSSY).,0
A tweet claims that India's imports from China have increased by 27% during April-August.,0
A WhatsApp message claims that the Government is providing free internet to all students to take online exams during the COVID-19 pandemic.,0
A tweet claims that an IAF Sukhoi Su-30 fighter jet has been shot down by the PLA Air Force in Tibet.,0
"A notice claims that an order has been issued by the Central Board of Indirect Taxes and Customs regarding changes under the Central Goods Services Act, 2017.",0
A message claims that an IAF Sukhoi Su-30 fighter jet has been shot down by the Chinese Air Force in Tibet.,0
A WhatsApp message claims that students can register for free internet and tablets provided by the government.,0
A website stating to be working under Ministry of Corporate Affairs is claiming to reward students with a scholarship up to 1 Lakh through National Scholarship Exam.,0
@MoHFW India is operating eSanjeevani OPD free teleconsultation system for the public.,1
Kins of those who died of COVID-19 can claim insurance under Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) and Pradhan Mantri Suraksha Bima Yojana (PMSBY).,0
Five Star Villages Scheme is a scheme launched recently by India Post to ensure 100% rural coverage of postal schemes.,1
Media reports claim that Indian Army and People's Liberation Army (PLA) engaged in fresh clashes at Pangong Tso near the LAC on Friday night.,0
An order purportedly issued by National Disaster Management Authority claims it has directed the government to re-impose a nationwide lockdown from 25th September.,0
"An advertisement allegedly from the Ministry of Corporate Affairs claims that under COVID-19 Online Education Purpose, students from 8th class to PUC 1 will be given laptops at 73,500.",0
"A viral tweet claims that over 80,000 soldiers of the Indian Army have applied for sick leaves for the first time in 45 years amid the India-China standoff.",0
"An alleged tweet by @IAF MCC claims that a combat aircraft Rafale jet has crashed near Ambala Airbase due to technical fault, and a pilot is martyred.",0
"Villagers near the McMahon Line in Tawang, Arunachal Pradesh have vacated their village due to rising tension between India and China.",0
"PIB Fact Check mentions an unclear statement about a news piece, with no specific verification.",0
Media report has claimed that the government is asking for sensitive personal data for the registration of Health ID.,1
Morphed image of a piece of news regarding the government.,0
A fake claim regarding the Ministry of Law and Justice.,0
A notification claims that the examination date of AIIMS Nursing Officer Recruitment Common Eligibility Test (NORCET) 2020 has been postponed.,0
Fake claim regarding recruitment and job postings.,0
Morphed news regarding safety measures and infrastructure.,0
Central Government is providing Rs 1.5 lakh to every Municipality for each COVID-19 patient.,0
NITI Aayog is planning a media blitz to boost India's rank on global indices for image correction.,0
A fake announcement regarding smartphone distribution.,0
A claim regarding recruitment under the Pradhan Mantri Awaas Yojana.,1
Railways has decided not to pay salaries to employees in 2020-21 due to financial crunch.,0
An allotment letter purportedly issued by Medical Counselling Committee (MCC) is circulating.,0
The name of the Mughal Garden at Rashtrapati Bhavan will be changed.,0
A fake government rule regarding mobile towers.,0
A claim involving Railway Ministry and its workings.,0
A morphed news claim related to government action.,0
A certificate of appointment by a private agency is issued on the letterhead of Reserve Bank of India.,0
An Army soldier from Galwan Valley clash succumbs to injuries.,0
Unverified claim regarding government policies.,0
A document shared on Social Media as the new Taxpayers' Charter of India.,0
A news agency has reported that the Central Government has decided to not re-open schools until December.,0
"An organisation 'Special Defence Personnel Forum' has issued an advertisement, claiming to be working & recruiting for various posts under the Ministry of Corporate Affairs.",0
The home remedy cure for COVID-19 has been found by a Pondicherry University student.,0
Economic Times says the Army has conducted a formal inquiry into the Galwan valley clash on June 15 and a report has been submitted.,0
Novel Coronavirus has been found in broiler chicken.,0
"A Facebook user has posted a letter, allegedly written by PM @narendramodi to Chief Minister of #UttarPradesh @myogiadityanath.",0
A twitter user has posted an image of the luxurious interior of an aircraft claiming it is PM @narendramodi's official aircraft.,0
A viral message on Twitter claims that an Indian Airforce jet has been shot down.,0
"An alleged letter, in circulation on social media, from Defence Minister to PM on some recommendation related to defence matters.",0
Websites claiming registration portal for PM-KUSUM Scheme under @Mnreindia.,0
A note circulating in media claims that #CBSE has released result dates for Board exams & lists 3 websites to view the results.,0
@thewire_in reports that NCPCR has seen an 8-fold increase in complaints post-Outbreak.,0
A WhatsApp viral message claims that the Government has approved and started giving out free Rs 2000 relief fund to each citizen.,0
An article claims that the ventilators provided by the Govt of India to Delhi’s LNJP Hospital don't have the BiPAP mode.,0
Govt is procuring sub-standard ventilators.,0
A viral message of an order allegedly from NIC claims that @Gol_Meity has prohibited some apps from being made available on App Stores.,0
"As per ICMR, the peak of COVID-19 in India is shifted to mid-November when a paucity of ICU beds & ventilators may arise.",0
A message on Facebook claiming strict #Lockdown from 18th June.,0
A viral message on social media claiming reimposition of strict Lockdown.,0
A viral message claims that the government has given instructions regarding the restriction of Chinese Apps.,0
A message circulating on social media claims that the National Scholarship portal is offering a scholarship of Rs 10000 for college students.,0
A WhatsApp viral message claims to offer free Rs 7500 relief fund to each citizen.,0
A guideline for containment of #COVID19 in light of its speed among Government staffers is being shown in media as that issued for all Central Government offices.,0
An article in @scroll_in claims India let 65 lakh tonnes of grains go waste from January to May 2020.,0
"A letter allegedly written by the National Security Advisor congratulating the Commissioner Secretary, Ladakh for handling the border situation is circulating on Twitter.",0
A video of a woman lying on the ground is being circulated in the context of the migrant situation during #COVID-19.,0
A purported screen grab circulating on social media claims that the Home Ministry has permitted all states to open schools.,0
40 trains lost their way.,0
40 trains are diverted from their route.,0
10 people have lost their lives in trains due to hunger.,0
"As per a news report, 2 Sivan-bound trains took 9 instead of 2 days to reach from Surat & caused a child's death.",0
A tweet from @Rohini_sgh claims that the Dhaman-l ventilators at #Ahmedabad Civil Hospital are substandard.,0
A video of a woman with an infant travelling between train bogies is circulating in social media stating these are migrants trying to go home during #Lockdown due to #COVID19.,0
A video of an overcrowded train is circulating on social media with a message claiming it is a Shramik Special train carrying migrants from Mumbai to West Bengal.,0
A WhatsApp forward claiming to be the Date Sheet of #CBSE Board examination for Class 10th & 12th.,0
A WhatsApp message circulating claims that workers who worked during 1990-2020 are entitled to receive Rs 120000 from the Labour Ministry.,0
"A Twitter handle @GB_Ladakh_India claims to be the official account of 'Gilgit-Baltistan, Ladakh, UT, India'.",0
Whatsapp message circulating claiming syushman-yojans.org as official website of Ayushman Bharat Yojana.,0
Indian Express story states Delhi Police Crime Branch has found that an audio clip mentioned in police FIR against Markaz Nizamuddin head Maulane Saad Kandhalvi may be doctored.,0
Video on social media showing passengers on purported Air India overseas flight arguing over being charged thrice the normal fare & then packed in without social distancing.,0
Whatsapp message circulating with links to Google Forms titled 'RESCUE FLIGHTS FROM INDIA' for stranded Indians.,0
Free Covid-19 Recharge offer circulating.,0
Govt has started a scheme named Rashtriya Sikshit Berojgar Yojana to provide relief package of Rs 50000 to all ration card holders.,0
Social media message claims free masks are being distributed by Government under ‘PM Mask Yojana’.,0
WhatsApp message claims that Government is providing Rs 24000 as scholarship for English medium students to study at home digitally.,0
News portal Greater Kashmir claims Center has shifted service matters of employees of J&K and Ladakh to Chandigarh CAT.,0
A circular is doing rounds on social media projecting to be from Labour Ministry about employers not terminating employees amid COVID-19.,0
WhatsApp forward claims Government is going to bring in Act to have 18% income deposited by all tax payers.,0
News portal claims Centre is likely to reduce retirement age of Central Government employees to 50.,0
WhatsApp forward claims Government is going to provide Rs 1000 compensation for COVID-19 affected people.,0
Government has launched a beta version of a video conferencing app named 'Namaste'.,0
"Scroll claims children in Jehanabad, Bihar are eating frogs due to lack of food.",0
"ACs should not be used to cool off in the heat, as they spread COVID-19.",0
Government is going to drop money from helicopters in every town.,0
Money transferred to accounts under PMGKY will be taken back if not withdrawn.,0
Exposure to high temperatures prevents COVID-19.,0
Ministry of Health has suspended the PC&PNDT Act which prohibits sex selection before or after conception.,0
Media reports claim HCQ stocks in Mumbai have run out.,0
Govt may reduce employees’ pension by 30% and terminate it for those above the age of 80.,0
Media reports claim Govt has started a scheme to provide Rs 1000 compensation for COVID-19 affected people.,0
Government is providing Rs 5000 to daily-wage workers affected by COVID-19.,0
Free treatment for COVID-19 patients is being provided by the Government.,1
WhatsApp message claims Government is offering free COVID-19 test kits.,0
A viral message claims that the Government has launched a new 'PM Kisan' Yojana to give Rs 2000 per month to farmers.,0
A WhatsApp message claims that the Government is offering financial aid to artists affected by COVID-19.,0
Government has introduced a new tax law to charge a 5% tax on groceries.,0
Social media message claims that Government is launching an online job portal for all unemployed youth.,0
Government is offering subsidies for setting up small businesses.,1
A WhatsApp forward claims the Government is going to introduce a new insurance scheme for workers.,0
There is a new Government scheme offering free loans to farmers.,0
The Government has launched a scheme to provide free smartphones to every student.,0
A WhatsApp forward claims the Government is offering free household products during the pandemic.,1
Hotels/restaurants will remain closed till 15th October 2020 due to coronavirus outbreak.,0
WhatsApp info regarding tick marks indicating government monitoring your data.,0
Aarogya Setu will be used for surveillance.,0
A circular from WHO announcing a lockdown schedule.,0
A video claiming people are licking cutlery to spread coronavirus.,0
A MCI advisory stating MBBS students will be recruited for healthcare assistance against COVID-19.,0
Section 54 of the Disaster Management Act punishes false warnings.,1
Only the government can post/forward updates on COVID-19.,0
400 devotees are stranded at Vaishno Devi or Katra.,0
Fake UPI ID being circulated for PM CARES Fund.,1
India has entered Stage 3 of community transmission of COVID-19.,0
The risk of coronavirus in India has been reduced due to noise produced during the Janta Curfew.,0
Paracetamol can cure coronavirus infection.,0
Holding your breath for 10 seconds without discomfort means you don't have coronavirus.,0
Clapping together during the Janta Curfew will destroy coronavirus infection.,0
A fine will be imposed by Delhi Police for breaking the Janta Curfew.,0
Drinking water prevents coronavirus infection.,0
Rumours of a lockdown spreading on WhatsApp.,0
Antibiotics can cure coronavirus.,0
Avoid ice cream to prevent coronavirus.,0
Gargling with warm water mixed with salt and vinegar can treat coronavirus.,0
"India will go into lockdown, as per a circulating audio clip.",0
A memorandum about holidays in states due to coronavirus.,0
A fake coronavirus advisory by UNICEF is circulating on WhatsApp.,1
Misleading claims about coronavirus stating it’s prevented by masks or gargling with warm salt water.,0
Fake news alert about government jobs under a scheme for 2020.,0
Fake proposal by NITI Aayog to include livestock under the PDS.,0
Fake loan offer of Rs. 2 Crore under PM Mudra Yojana.,0
Rumor that alcohol consumption prevents coronavirus infection.,0
Government is offering free laptops for youth.,0
Fake message claiming RBI has released a new Rs. 1000 note.,0
Fake image of a woman and children shared in the context of Delhi Violence.,0
Image of a policeman allegedly beating a boy in Delhi.,0
Old video of impersonation shared in the context of Delhi Violence.,0
Fake website offering LPG distributorships.,0
Fake messages claiming to offer pension under PM Yojana.,0
RBI has launched the 'Mobile Aided Note Identifier (MANI)' for visually impaired persons.,1
A fake recruitment advertisement from Air India.,0
Scholarship scheme named after former President APJ Abdul Kalam and PM Atal Bihari Vajpayee for students.,0
Fake appointment letters for various posts in Bhartiya Van Vibhag.,0
Fake scholarship scheme of Rs. 2 lakh under Beti Bachao Beti Padhao.,0
A circular inviting applications for 'One State One Vendor' policy is fake.,0
Claim that coronavirus can be cured by drinking boiled garlic water.,0
Food Corporation of India invites application for recruitment of category III posts.,0
NRIs not taxed in any country will pay tax in India.,0
"Under Dekho Apna Desh Campaign, Govt would fund travel expenses of tourists who visit 15 destinations in the country in a year.",0
Govt. School students to get various monetary benefits under the 'Pradhan Mantri Shishu Vikas Yojana.',0
The Government is recruiting under the Rashtriya Jeevandayee Arogya Swasth Sanstha/ Yojana for various posts with a registration fee of Rs 1650.,0
Government is recruiting for various posts under the Ministry of Ayush.,0
Indian Railways is planning to set up a World Class Pod Hotel at Mumbai Central Railway Station.,1
"Central Board of Indirect Taxes and Customs (CBIC) has further extended the GSTR-1 late fee waiver scheme to Jan 31, 2020.",0
Central Board of Indirect Taxes and Customs (@cbic_india) has extended the last date for filing of GSTR-3B for the month of December 2019 by two days.,0
A purported MHA letter asking the Chief Secretaries ‘to avoid the use of the term 'Hindu' in respect of Indian in Official Communication and transactions’ is doing the rounds of social media.,0
A purported letter from Gen. #BipinRawat is circulating on social media.,0
Women travelling alone at night in auto or taxi can SMS the vehicle’s no. to the Police (9969777888) & their vehicle will be traced through GPRS.,0
"A Letter is being circulated on Social Media, stating that all Lawyers in India are exempted from paying Toll Fees.",0
"48 hours Internet Ban in #Assam to start from 12:00 AM on Dec 11, 2019.",0
